ID,店名,料理標籤,星級評分,營業時間,店家電話,地址,Google Map 網址,特約優惠,關鍵詞,介紹,座標,
350,京和章魚燒,小吃,4.8,17:00-23:00(週一、四公休),0925-208-097,實踐路125號,"https://www.google.com/maps/place/%E4%BA%AC%E5%92%8C%E7%AB%A0%E9%AD%9A%E7%87%92/@24.955812,121.2401953,17z/data=!3m1!4b1!4m6!3m5!1s0x34682366925213c5:0xf5330a031c1f2472!8m2!3d24.955812!4d121.2401953!16s%2Fg%2F11svmtd0y2?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,章魚燒、、小吃、中原夜市,主打日式風味章魚燒，以現點現做與飽滿內餡吸引不少顧客。外層微酥、內裡濕潤軟嫩，搭配濃郁章魚燒醬與柴魚香氣，口感層次豐富。網路上也有不少人推薦其章魚塊扎實、份量足，是許多學生與夜市愛好者喜歡的人氣小吃之一。,"24.955962770290636, 121.24049570738892",
351,可以可以地瓜球-中原店,小吃,4.9,15:30-22:30(週四公休),0983-064-639,實踐路106號,"https://www.google.com/maps/place/%E5%8F%AF%E4%BB%A5%E5%8F%AF%E4%BB%A5%E5%9C%B0%E7%93%9C%E7%90%83-%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9558012,121.2404078,17z/data=!3m1!4b1!4m6!3m5!1s0x346823d4c0b746b3:0x19072043379bf85f!8m2!3d24.9558012!4d121.2404078!16s%2Fg%2F11xt8xhk_9?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,地瓜球、小吃、中原夜市,主打現炸地瓜球，以酥脆外皮與Q彈口感深受中原夜市學生族群喜愛。地瓜香氣自然濃厚，外酥內軟且帶有微微甜味，越吃越涮嘴。,"24.955942243193057, 121.24095497060125",
352,真功夫G腿捲,小吃,3.1,未提供,0989-258-084,日新路108號,https://maps.app.goo.gl/fTQdUQnbh6bLKXUc9,非特約商店,雞腿捲、小吃、中原夜市,,"24.955414007285565, 121.24045982639524",
353,國王起司馬鈴薯,小吃,4.1,14:00-00:20，週三09:00-12:30,無,實踐路109號,"https://www.google.com/maps/place/%E5%9C%8B%E7%8E%8B%E8%B5%B7%E5%8F%B8%E9%A6%AC%E9%88%B4%E8%96%AF/@24.9555842,121.240415,17z/data=!3m1!4b1!4m6!3m5!1s0x346822156f470259:0x8d3becb41c0ddd2b!8m2!3d24.9555842!4d121.240415!16s%2Fg%2F1pzwwmkhs?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,起司馬鈴薯、小吃、中原夜市,焗烤起司馬鈴薯，以濃郁牽絲起司與綿密馬鈴薯口感成為不少人喜愛的夜市美食。馬鈴薯鬆軟香甜，搭配培根、玉米等配料後層次更加豐富，鹹香濃郁又有飽足感。,"24.955676607790362, 121.24098362827188",
354,萬丹車輪餅,小吃,3.4,未提供,無,實踐路104號,"https://www.google.com/maps/place/%E8%90%AC%E4%B8%B9%E8%BB%8A%E8%BC%AA%E9%A4%85/@24.9558964,121.2404102,17z/data=!3m1!4b1!4m6!3m5!1s0x346823990f15fb9b:0xfb3eee3c8d1b3ff6!8m2!3d24.9558964!4d121.2404102!16s%2Fg%2F11tnxmtp1n?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,車輪餅、甜點、小吃、中原夜市,現烤車輪餅，以多樣內餡與平價選擇為特色。餅皮外酥內軟，紅豆、奶油等口味香甜不膩、口感紮實。,"24.95606662439155, 121.24057113252978",
355,御冠園鮮肉湯包專賣店,中式,4.3,06:00-23:00(週一公休),0932-282-335,實踐路88號,"https://www.google.com/maps/place/%E5%BE%A1%E5%86%A0%E5%9C%92%E9%AE%AE%E8%82%89%E6%B9%AF%E5%8C%85%E5%B0%88%E8%B3%A3%E5%BA%97/@24.9556584,121.2406278,17z/data=!3m1!4b1!4m6!3m5!1s0x3468221573f63b79:0x4428b2b95031e19f!8m2!3d24.9556584!4d121.2406278!16s%2Fg%2F1w15x597?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,湯包、小吃、中原夜市,現點現蒸的鮮肉湯包，以皮薄湯多與現做新鮮為特色。湯包內餡飽滿多汁，入口可感受濃郁肉香與湯汁在口中爆開的層次感，口感滑嫩。,"24.955848078959402, 121.24168995469655",
356,艿棠 Toast.cat早午餐,早午餐,4.6,週一07:00-13:00(其他天公休),0911-329-319,實踐路86號,"https://www.google.com/maps/place/%E8%89%BF%E6%A3%A0+Toast.cat%E6%97%A9%E5%8D%88%E9%A4%90/@24.9555809,121.2406981,17z/data=!3m2!4b1!5s0x346822157422e621:0xa5388afd577bba3b!4m6!3m5!1s0x3468239592c75ba3:0xc54f85cc91f9f700!8m2!3d24.9555809!4d121.2406981!16s%2Fg%2F11t9_gzrsm?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,吐司、蛋餅、早餐,主打文青風早午餐與多樣吐司餐點，以貓系可愛氛圍與精緻擺盤為特色。餐點吐司外酥內軟、蛋香濃郁，搭配配料層次豐富且口味清爽不膩。,"24.9557705790788, 121.24154567799015",
357,粥品 飯糰 刈包,台式,4.3,04:00-13:00(週日公休),0936-736-831,實踐路86號,"https://www.google.com/maps/place/%E7%B2%A5%E5%93%81+%E9%A3%AF%E7%B3%B0+%E5%88%88%E5%8C%85/@24.9555532,121.2407428,17z/data=!3m1!4b1!4m6!3m5!1s0x3468233d5120e093:0x2659b3a6b1ccaff4!8m2!3d24.9555532!4d121.2407428!16s%2Fg%2F11t_mc6pvw?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,粥、鐵板麵、潤餅、飯糰、刈包,主打傳統中式早午餐，提供粥品、飯糰與刈包等多樣選擇。粥品綿密順口、飯糰紮實飽滿、刈包鹹香不膩，口感樸實。,"24.955752606248016, 121.24072134232937",
358,包好甲蔥燒包,台式,4.3,11:30-2:30,03-436-9095,實踐路86號,"https://www.google.com/maps/place/%E5%8C%85%E5%A5%BD%E7%94%B2%E8%94%A5%E7%87%92%E5%8C%85/@24.955432,121.2409066,17z/data=!3m1!4b1!4m6!3m5!1s0x34682215738db6b7:0x28f0bc673916289d!8m2!3d24.955432!4d121.2409066!16s%2Fg%2F1trc2pjd?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,蔥燒包、包子、小吃、中原夜市,現烤蔥燒包，以外皮酥香與內餡蔥香濃郁為特色。口感外酥內軟、鹹香多汁，帶有麵香層次。,"24.955611952171278, 121.24115336321232",
359,CHILL啾點心中原店,港式甜品,4,11:00-01:30,03-283-0252,實踐路78號,"https://www.google.com/maps/place/CHILL%E5%95%BE%E9%BB%9E%E5%BF%83%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9553825,121.241014,17z/data=!3m1!4b1!4m6!3m5!1s0x34682326e04134d3:0x7fc5633f42e0f82c!8m2!3d24.9553825!4d121.241014!16s%2Fg%2F11nc25z4zr?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,港式、腸粉、粥、燒賣、午餐、晚餐,主打創意甜點與現點製作的點心選擇，以多樣化口味與可愛系外觀為特色。餐點口感多為外酥內軟或綿密滑順，甜度適中、層次豐富。,"24.955552725102063, 121.24150752642464",
360,龍角 Dragon Horn 中壢中原店,手搖飲,4.7,週五、六12:00-23:00，其他12:00-22:00,03-456-9987,實踐路74-1號,"https://www.google.com/maps/place/%E9%BE%8D%E8%A7%92+Dragon+Horn+%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9552526,121.2411186,17z/data=!3m1!4b1!4m6!3m5!1s0x34682387bd0c8603:0x649ee130c05b60be!8m2!3d24.9552526!4d121.2411186!16s%2Fg%2F11xghtmrdx?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,以清爽茶飲與特色配料組合為特色。飲品口感清新順口，茶香明顯，搭配珍珠或果香後層次豐富不甜膩。,"24.955481188181174, 121.24133317670638",
361,中原夜市-佬佬滷味,台式滷味,3.9,15:30-23:30(週三公休),無,日新路口與實踐路口交叉(舊711前面),"https://www.google.com/maps/place/%E4%B8%AD%E5%8E%9F%E5%A4%9C%E5%B8%82-%E4%BD%AC%E4%BD%AC%E6%BB%B7%E5%91%B3/@24.9554841,121.2405626,17z/data=!3m1!4b1!4m6!3m5!1s0x34682378736229eb:0x3f135e68234d119f!8m2!3d24.9554841!4d121.2405626!16s%2Fg%2F11kh_vp91w?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,滷味、小吃、中原夜市,主打自選食材與現滷滷味，以多樣配料與靈活搭配為特色。滷汁香氣濃郁、鹹香入味，食材口感軟嫩或帶嚼勁，層次豐富。,"24.955683506359932, 121.24084154971827",
362,楚記福建炒麵-中原總店,中式,4,17:00-23:00,0902-326-306,實踐路113號,"https://www.google.com/maps/place/%E6%A5%9A%E8%A8%98%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E4%B8%AD%E5%8E%9F%E7%B8%BD%E5%BA%97/@24.9554303,121.2406285,17z/data=!3m1!4b1!4m6!3m5!1s0x34681b2f81898335:0xadb66c8ac0151d81!8m2!3d24.9554303!4d121.2406285!16s%2Fg%2F11js8qhjcx?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,炒麵、湯、晚餐、中原夜市,主打現炒福建炒麵，以大火快炒與濃厚鑊氣為特色。麵條帶有微焦香與彈牙口感，醬香濃郁、鹹香入味，整體層次豐富。,"24.955551889335418, 121.24149753566078",
363,迷客夏Milksha 桃園中原大學店,手搖飲、中式,3.2,週五、六10:00-23:00，其他10:00-22:30,03-456-5246,實踐路66號,"https://www.google.com/maps/place/%E8%BF%B7%E5%AE%A2%E5%A4%8FMilksha+%E6%A1%83%E5%9C%92%E4%B8%AD%E5%8E%9F%E5%A4%A7%E5%AD%B8%E5%BA%97/@24.9550965,121.2413021,17z/data=!3m2!4b1!5s0x3468226aeb364861:0x27b76f5fea2bb854!4m6!3m5!1s0x3468221512edea33:0xa904b4e12fdfcc97!8m2!3d24.9550965!4d121.2413021!16s%2Fg%2F11bwc_z_8t?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,以嚴選鮮奶與茶飲調製為特色，主打無添加的清爽飲品。奶茶茶香與奶香比例平衡，珍珠Q彈帶嚼勁，整體口感順口不甜膩。,"24.955256998332548, 121.24163469389485",
364,花果好日雞蛋糕 中原實踐店,甜品,5,15:00-21:00,0911-307-121,實踐路66號,"https://www.google.com/maps/place/%E8%8A%B1%E6%9E%9C%E5%A5%BD%E6%97%A5%E9%9B%9E%E8%9B%8B%E7%B3%95+%E4%B8%AD%E5%8E%9F%E5%AF%A6%E8%B8%90%E5%BA%97/@24.955078,121.2412809,17z/data=!3m2!4b1!5s0x3468226aeb364861:0x27b76f5fea2bb854!4m6!3m5!1s0x3468233a37499693:0x445081dd5281a33a!8m2!3d24.955078!4d121.2412809!16s%2Fg%2F11rqz6c9b1?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,雞蛋糕、甜點、小吃、中原夜市,主打現烤創意雞蛋糕，以可愛造型與多元口味為特色。外皮鬆軟帶微酥，內餡綿密香甜，奶香與蛋香平衡順口。網路上常被推薦為中原商圈人氣甜點攤，評價其口味穩定且適合拍照打卡。,"24.95518986251308, 121.24196754546038",
365,吃香喝辣福建炒麵Hokkien Noodles-中原創始店,中式,4.3,週五、假日17:30-23:00，其他17:30-22:30,0905-313-409,實踐路58號,"https://www.google.com/maps/place/%E5%90%83%E9%A6%99%E5%96%9D%E8%BE%A3%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5Hokkien+Noodles-%E4%B8%AD%E5%8E%9F%E5%89%B5%E5%A7%8B%E5%BA%97/@24.9548229,121.2416632,17z/data=!3m1!4b1!4m6!3m5!1s0x346823336d490b8f:0x7e350f413a5397a4!8m2!3d24.9548229!4d121.2416632!16s%2Fg%2F11l4w013rh?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,炒麵、晚餐、中原大學,主打現炒福建炒麵，以大火鑊氣與濃郁醬香為特色。麵條彈牙帶微焦香，鹹香濃厚、層次豐富。網路上常被推薦為中原夜市人氣宵夜選擇，評價份量實在、口味重且相當涮嘴，深受學生族群喜愛。,"24.95500285306154, 121.24180267485914",
366,吳家紅茶冰-中壢中原店-中壢熱門飲料|必喝飲料|人氣茶飲|平價飲料|外帶飲料|在地推薦飲料,手搖飲,3.7,11:00-23:30,0977-026-777,實踐路58巷1號,"https://www.google.com/maps/place/%E5%90%B3%E5%AE%B6%E7%B4%85%E8%8C%B6%E5%86%B0-%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97-%E4%B8%AD%E5%A3%A2%E7%86%B1%E9%96%80%E9%A3%B2%E6%96%99%7C%E5%BF%85%E5%96%9D%E9%A3%B2%E6%96%99%7C%E4%BA%BA%E6%B0%A3%E8%8C%B6%E9%A3%B2%7C%E5%B9%B3%E5%83%B9%E9%A3%B2%E6%96%99%7C%E5%A4%96%E5%B8%B6%E9%A3%B2%E6%96%99%7C%E5%9C%A8%E5%9C%B0%E6%8E%A8%E8%96%A6%E9%A3%B2%E6%96%99/@24.9548694,121.2417099,17z/data=!3m1!4b1!4m6!3m5!1s0x346823723f6b0797:0x8a3b8cd168352c97!8m2!3d24.9548694!4d121.2417099!16s%2Fg%2F11sv58bk6z?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,以平價大杯與懷舊茶香為特色。紅茶香氣濃郁、甜度順口不澀，冰涼清爽且解渴。網路上常被推薦為中原商圈高CP值人氣飲料店，評價其價格實惠、口味穩定,"24.955000717075286, 121.24238581662506",
367,甘泉魚麵中原店,中式,4,11:00-20:30,03-438-3212,實踐路65號,"https://www.google.com/maps/place/%E7%94%98%E6%B3%89%E9%AD%9A%E9%BA%B5%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.954557,121.241619,17z/data=!3m1!4b1!4m6!3m5!1s0x34682205cc6a6873:0x3bebfc96f001a75e!8m2!3d24.954557!4d121.241619!16s%2Fg%2F1v46y2nz?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,麵、湯麵、午餐、晚餐,以魚骨高湯熬製的麵食餐點，湯頭為店家最大特色。湯底鮮甜濃郁、清爽不油膩，麵條Q彈有嚼勁，搭配魚肉或配料更具層次。網路上常被推薦為中原商圈人氣平價麵店，評價其湯頭順口、份量實在且適合日常用餐。,"24.95474668065617, 121.24201596690679",
368,蘇記（一沏食小所）脆皮臭豆腐港點料理-中原店,港式小吃,4.5,週二17:00-00:00，週日15:30-00:00，其他11:30-00:00(週一公休),0905-929-839,實踐路57號,"https://www.google.com/maps/place/%E8%98%87%E8%A8%98%EF%BC%88%E4%B8%80%E6%B2%8F%E9%A3%9F%E5%B0%8F%E6%89%80%EF%BC%89%E8%84%86%E7%9A%AE%E8%87%AD%E8%B1%86%E8%85%90%E6%B8%AF%E9%BB%9E%E6%96%99%E7%90%86-%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.954431,121.1017855,11z/data=!4m10!1m2!2m1!1z5LiA5rKP6aOf5bCP5omA!3m6!1s0x346823b2c5d5eb47:0xad80f0333abd8eeb!8m2!3d24.954431!4d121.2418612!15sCg_kuIDmso_po5_lsI_miYBaFSIT5LiAIOayjyDpo58g5bCPIOaJgJIBFGhvbmdfa29uZ19zdHlsZV9jYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxU1VWZFZPSHBhTWtaMFlYcENNR1J1Y0UxTVdFWlNWMVJhU1ZsdFl4QULgAQD6AQQIBxAZ!16s%2Fg%2F11ydqr7vgp?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,港式、燒賣、粥、午餐、晚餐,主打結合港點與脆皮臭豆腐的創意小吃，以多元料理風格為特色。臭豆腐外酥內嫩、臭香濃郁不刺鼻，港點則口感細緻、鹹香適中，層次豐富。,"24.966569985252224, 121.24804098306039",
369,永和豆漿,早點、宵夜,4.4,20:00-10:30(週六公休),無,實踐路42號,"https://www.google.com/maps/place/%E6%B0%B8%E5%92%8C%E8%B1%86%E6%BC%BF/@24.9543511,121.2423064,17z/data=!3m1!4b1!4m6!3m5!1s0x3468221521d99151:0x8b32348b58dae9ab!8m2!3d24.9543511!4d121.2423064!16s%2Fg%2F11cjpbq9zg?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,豆漿、燒餅、油條、蛋餅、晚餐、宵夜、早餐、中原夜市,主打傳統中式早餐與宵夜，以現磨豆漿與多樣麵點為特色。豆漿香濃滑順、帶有自然豆香不甜膩，搭配燒餅油條或蛋餅口感酥軟紮實。網路上常被推薦為經典平價早餐選擇，評價其口味穩定、選擇多且營業時間方便。,"24.954433781485868, 121.24227421349404",
370,無名果汁攤,果汁,4.5,未提供,無,實踐路35號,"https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E6%9E%9C%E6%B1%81%E6%94%A4/@24.9541769,121.2421272,17z/data=!3m1!4b1!4m6!3m5!1s0x346823ba8c16fdd7:0x45f85a3d976c7bd!8m2!3d24.9541769!4d121.2421272!16s%2Fg%2F11s2lsncp0?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,果汁、飲料、中原夜市,主打現打新鮮果汁，以天然水果與現榨製作為特色。果汁口感清爽順口、果香濃郁且甜度自然，冰涼解渴。網路上常被推薦為夜市人氣飲品攤，評價其價格親民、用料實在，是夏天消暑的熱門選擇。,"24.954288763331757, 121.2425456245774",
371,豆花王(原天人豆花),甜品,3.9,11:00-23:00,0989-763-107,實踐路35號,"https://www.google.com/maps/place/%E8%B1%86%E8%8A%B1%E7%8E%8B(%E5%8E%9F%E5%A4%A9%E4%BA%BA%E8%B1%86%E8%8A%B1)/@24.954158,121.242169,17z/data=!3m1!4b1!4m6!3m5!1s0x3468221524a65959:0xb1f861a5892798d8!8m2!3d24.954158!4d121.242169!16s%2Fg%2F11cmyt6g7b?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,豆花、甜點、小吃、中原夜市,主打傳統手作豆花與多樣配料選擇，以古早味甜品為特色。豆花口感綿密滑嫩、豆香濃郁，糖水清甜不膩，搭配紅豆、花生更添層次。,"24.954318499555907, 121.24227628835317",
372,中原美食麵享享牛肉麵/豚骨拉麵（豆花豆漿）六日下午有營業,中式,4.4,"11:30-14:00, 17:00-21:00",03-438-0558,實踐路31號1樓,"https://www.google.com/maps/place/%E4%B8%AD%E5%8E%9F%E7%BE%8E%E9%A3%9F%E9%BA%B5%E4%BA%AB%E4%BA%AB%E7%89%9B%E8%82%89%E9%BA%B5%2F%E8%B1%9A%E9%AA%A8%E6%8B%89%E9%BA%B5%EF%BC%88%E8%B1%86%E8%8A%B1%E8%B1%86%E6%BC%BF%EF%BC%89%E5%85%AD%E6%97%A5%E4%B8%8B%E5%8D%88%E6%9C%89%E7%87%9F%E6%A5%AD/@24.9540524,121.2421693,17z/data=!3m1!4b1!4m6!3m5!1s0x346823177df9d3a7:0x50a81c7a6d428923!8m2!3d24.9540524!4d121.2421693!16s%2Fg%2F11fks6_mgw?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,麵、牛肉麵、湯麵、拉麵、午餐、晚餐,主打牛肉麵、豚骨拉麵與豆花豆漿的多元組合，以中式與日式餐點並存為特色。湯頭濃郁順口、麵條Q彈有嚼勁，豆花與豆漿則清爽滑嫩、甜度適中。,"24.954378262795377, 121.24208346931748",
373,三媽臭臭鍋 實踐店,火鍋,3,10:30-01:00,03-283-0518,實踐路23號1樓,"https://www.google.com/maps/place/%E4%B8%89%E5%AA%BD%E8%87%AD%E8%87%AD%E9%8D%8B+%E5%AF%A6%E8%B8%90%E5%BA%97/@24.9538911,121.2424107,17z/data=!3m1!4b1!4m6!3m5!1s0x34682216a2045057:0x9527a6fd2a566398!8m2!3d24.9538911!4d121.2424107!16s%2Fg%2F1hc4s4znw?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,火鍋、午餐、晚餐、宵夜,主打個人小火鍋與多樣湯底選擇，以平價自煮式火鍋為特色。湯頭濃郁帶香氣，配料豐富，肉片與火鍋料口感紮實，整體暖胃飽足。,"24.954032145381156, 121.24289349758931",
374,蕭大立米糕 排骨酥麵,台式,4.3,"11:30-14:00, 17:00-21:00(週五、六公休)",03-465-6789,實踐路38號,"https://www.google.com/maps/place/%E8%95%AD%E5%A4%A7%E7%AB%8B%E7%B1%B3%E7%B3%95+%E6%8E%92%E9%AA%A8%E9%85%A5%E9%BA%B5/@24.954192,121.2424344,17z/data=!3m1!4b1!4m6!3m5!1s0x346823129a7622b9:0x2ca3fa273c5e9d29!8m2!3d24.954192!4d121.2424344!16s%2Fg%2F11fshzkrgw?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,米糕、油飯、麵、湯、湯麵、午餐、晚餐,主打台式古早味小吃，以米糕與排骨酥麵為雙招牌。米糕香Q紮實、帶有油蔥與糯米香氣，排骨酥麵湯頭濃郁順口、排骨軟嫩入味。,"24.95441086291846, 121.24290646875399",
375,開運屋地瓜球QQ蛋,炸物、小吃,3.5,週五13:30-00:10，假日12:30-00:10，其他13:30-23:50,0952-216-789,日新路99號,"https://www.google.com/maps/place/%E9%96%8B%E9%81%8B%E5%B1%8B%E5%9C%B0%E7%93%9C%E7%90%83QQ%E8%9B%8B/@24.9555276,121.2403771,17z/data=!3m1!4b1!4m6!3m5!1s0x34682215139604f7:0x1a24c3e8b460d962!8m2!3d24.9555276!4d121.2403771!16s%2Fg%2F1tctpdmd?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",非特約商店,地瓜球、小吃、中原夜市,主打現炸地瓜球與QQ蛋，以酥脆外皮與Q彈口感為特色。地瓜香氣自然濃郁，入口外酥內軟、帶有微甜嚼勁，越吃越涮嘴。,"24.955668643506485, 121.24103155895442",
376,煎茶苑,茶坊,3.5,24小時營業,03-466-4046,日新路112號2樓,"https://www.google.com/maps/place/%E7%85%8E%E8%8C%B6%E8%8B%91/@24.9554011,121.2406611,17z/data=!3m1!4b1!4m6!3m5!1s0x3468221571e79385:0x80164e8392bb7460!8m2!3d24.9554011!4d121.2406611!16s%2Fg%2F1tffm2gs?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",非特約商店,義大利麵、焗烤、飲料、中餐、晚餐、24小時,主打日式茶飲與和風甜點，以靜謐氛圍與精緻茶品為特色。茶飲清香順口、層次細緻，甜點口感綿密不膩，帶有淡雅茶韻。適合放鬆與拍照的質感茶館，評價其環境舒適、風味穩定且耐回訪。,"24.955600506494385, 121.24095077855361",
377,天使紅寶蔓越莓汁,果汁店,5,未提供,無,日新路111號,"https://www.google.com/maps/place/%E5%A4%A9%E4%BD%BF%E7%B4%85%E5%AF%B6%E8%94%93%E8%B6%8A%E8%8E%93%E6%B1%81/@24.9555958,121.2403513,17z/data=!3m1!4b1!4m6!3m5!1s0x3468230032581949:0xfcb39af105793479!8m2!3d24.9555958!4d121.2403513!16s%2Fg%2F11y3ngbzlh?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",非特約商店,果汁、飲料、中原夜市,主打現榨果汁飲品，以蔓越莓與多種水果調配為特色。飲品酸甜清爽、果香濃郁，入口滑順帶有微酸回甘的層次感，冰涼解渴。為夜市人氣健康飲品，其天然果味明顯、口感清新且適合飯後解膩。,"24.95578547905583, 121.24071608040083",
378,丹丹香蔥油餅 中原店,小吃,2.5,週五14:00-00:00，週六13:00-00:00，週日13:00-23:00，其他14:00-23:30,0952-216-789,日新路99號,"https://www.google.com/maps/place/%E4%B8%B9%E4%B8%B9%E9%A6%99%E8%94%A5%E6%B2%B9%E9%A4%85+%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9555276,121.2403771,17z/data=!3m1!4b1!4m6!3m5!1s0x34682322591b9785:0x503ba46336560c0b!8m2!3d24.9555276!4d121.2403771!16s%2Fg%2F11jk5ltdly?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",非特約商店,蔥油餅、小吃、中原夜市,主打現擀現煎蔥油餅，以街頭現做與多種口味搭配為特色。餅皮外酥內Q、蔥香濃郁，入口鹹香帶嚼勁，現煎熱騰騰特別涮嘴。常被推薦為中原夜市人氣排隊小吃，評價格親民、份量實在且風味穩定。,"24.955678370638903, 121.2411281184723",
379,王子神谷日式厚鬆餅-舒芙蕾中原店,小吃、甜點,5,未提供,無,三和三街88-5號,https://maps.app.goo.gl/n22nLaFnhGj8fLiz8,非特約商店,舒芙蕾、甜點、小吃、中原夜市,主打現點現做的日式舒芙蕾厚鬆餅，百元出頭就能享受頂級日本麵粉的軟綿濕潤口感。每份皆附彈牙黑糖珍珠，招牌「炙燒焦糖」微苦帶脆、層次豐富。,"24.954967074640237, 121.24004571536089",
380,光禾雞蛋糕,小吃、甜品,4.1,未提供,0985-985-860,日新路96號,"https://www.google.com/maps/place/%E5%85%89%E7%A6%BE%E9%9B%9E%E8%9B%8B%E7%B3%95/@24.9552752,121.2402487,17z/data=!3m2!4b1!5s0x346821ffa58e393d:0x3811079774152b20!4m6!3m5!1s0x34682300cc94eb01:0x42e2ab5dc0e82b3a!8m2!3d24.9552752!4d121.2402487!16s%2Fg%2F11kb0zhpqy?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",非特約商店,雞蛋糕、甜點、小吃、中原夜市,主打不加一滴水、100%純鮮奶製作的療癒系爆漿雞蛋糕。其最大的特色是外皮烤到金黃酥脆，內餡飽滿扎實且甜度適中，並提供多種特色包餡與雙拼口味。,"24.955464879549755, 121.2406027515655",
